PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S,FamilySize
204,0,3,"Youseff, Mr. Gerious",0,1.2402348569754682,0,0,2628,-0.5029485386158568,False,False,-0.5609748304808925
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,-0.8731358343600393,0,0,A/5 3540,-0.4863374216869257,False,True,-0.5609748304808925
206,0,3,"Strom, Miss. Telma Matilda",1,-2.1027333275006983,0,1,347054,-0.4377624888492937,False,True,0.0591598766636176
207,0,3,"Backstrom, Mr. Karl Alfred",0,0.2027619721380371,1,0,3101278,-0.3292868616315766,False,True,0.0591598766636176
208,1,3,"Albimona, Mr. Nassef Cassem",0,-0.2583370877897099,0,0,2699,-0.2701412180209885,False,False,-0.5609748304808925
209,1,3,"Carr, Miss. Helen ""Ellen""",1,-1.0268355210026217,0,0,367231,-0.4923778278429006,True,False,-0.5609748304808925
210,1,1,"Blank, Mr. Henry",0,0.8175607187083667,0,0,112277,-0.0242463507548411,False,False,-0.5609748304808925
211,0,3,"Ali, Mr. Ahmed",0,-0.4120367744322922,0,0,SOTON/O.Q. 3101311,-0.5064721088735089,False,True,-0.5609748304808925
212,1,2,"Cameron, Miss. Clear Annie",1,0.4333115021019107,0,0,F.C.C. 13528,-0.2255932226206731,False,True,-0.5609748304808925
213,0,3,"Perkin, Mr. John Henry",0,-0.5657364610748746,0,0,A/5 21174,-0.5024451714361923,False,True,-0.5609748304808925
214,0,2,"Givard, Mr. Hans Kristensen",0,0.0490622854954548,0,0,250646,-0.3866707201133388,False,True,-0.5609748304808925
215,0,3,"Kiernan, Mr. Philip",0,-0.1046374011471275,1,0,367229,-0.4923778278429006,True,False,0.0591598766636176
216,1,1,"Newell, Miss. Madeleine",1,0.125912128816746,1,0,35273,1.6323350375212924,False,False,0.0591598766636176
217,1,3,"Honkanen, Miss. Eliina",1,-0.1814872444684187,0,0,STON/O2. 3101283,-0.4888542575852486,False,True,-0.5609748304808925
218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.9712604053509488,1,0,243847,-0.1047850995011739,False,True,0.0591598766636176
219,1,1,"Bazzani, Miss. Albina",1,0.2027619721380371,0,0,11813,0.8876878608937296,False,False,-0.5609748304808925
220,0,2,"Harris, Mr. Walter",0,0.0490622854954548,0,0,W/C 14208,-0.4370074380797968,False,True,-0.5609748304808925
221,1,3,"Sunderland, Mr. Victor Francis",0,-1.0268355210026217,0,0,SOTON/OQ 392089,-0.4863374216869257,False,True,-0.5609748304808925
222,0,2,"Bracken, Mr. James H",0,-0.1814872444684187,0,0,220367,-0.3866707201133388,False,True,-0.5609748304808925
223,0,3,"Green, Mr. George Henry",0,1.6629089952425695,0,0,21440,-0.4863374216869257,False,True,-0.5609748304808925
224,0,3,"Nenkoff, Mr. Christo",0,-0.1046374011471275,0,0,349234,-0.4894421904510968,False,True,-0.5609748304808925
225,1,1,"Hoyt, Mr. Frederick Maxfield",0,0.6638610320657843,1,0,19943,1.163700193253568,False,True,0.0591598766636176
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,-0.5657364610748746,0,0,PP 4348,-0.4601623283443675,False,True,-0.5609748304808925
227,1,2,"Mellors, Mr. William John",0,-0.7962859910387481,0,0,SW/PP 751,-0.4370074380797968,False,True,-0.5609748304808925
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,-0.6810112260568114,0,0,A/5 21173,-0.5024451714361923,False,True,-0.5609748304808925
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,-0.8731358343600393,0,0,236171,-0.3866707201133388,False,True,-0.5609748304808925
230,0,3,"Lefebre, Miss. Mathilde",1,-0.1046374011471275,3,1,4133,-0.1356576153643619,False,True,1.919563998097148
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0.4333115021019107,1,0,36973,1.0323213593611125,False,True,0.0591598766636176
232,0,3,"Larsson, Mr. Bengt Edvin",0,-0.0277875578258363,0,0,347067,-0.4918744606632361,False,True,-0.5609748304808925
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,2.277707741812899,0,0,237442,-0.3766033765200472,False,True,-0.5609748304808925
234,1,3,"Asplund, Miss. Lillian Gertrud",1,-1.8721837975368247,4,2,347077,-0.0164441594700401,False,True,3.1598334123861687
235,0,2,"Leyson, Mr. Robert William Norman",0,-0.4120367744322922,0,0,C.A. 29566,-0.4370074380797968,False,True,-0.5609748304808925
236,0,3,"Harknett, Miss. Alice Phoebe",1,-0.1046374011471275,0,0,W./C. 6609,-0.4964047652802172,False,True,-0.5609748304808925
237,0,2,"Hold, Mr. Stephen",0,1.1249600919935314,1,0,26707,-0.1249197866877571,False,True,0.0591598766636176
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,-1.6416342675729512,0,2,C.A. 31921,-0.1198861148911113,False,True,0.6792945838081278
239,0,2,"Pengelly, Mr. Frederick William",0,-0.7962859910387481,0,0,28665,-0.4370074380797968,False,True,-0.5609748304808925
240,0,2,"Hunt, Mr. George Henry",0,0.2796118154593283,0,0,SCO/W 1585,-0.4012683683236117,False,True,-0.5609748304808925
241,0,3,"Zabour, Miss. Thamine",1,-0.1046374011471275,1,0,2665,-0.3573908580066095,False,False,0.0591598766636176
242,1,3,"Murphy, Miss. Katherine ""Kate""",1,-0.1046374011471275,1,0,367230,-0.3363340021468808,True,False,0.0591598766636176
243,0,2,"Coleridge, Mr. Reginald Charles",0,-0.0277875578258363,0,0,W./C. 14263,-0.4370074380797968,False,True,-0.5609748304808925
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,-0.5657364610748746,0,0,STON/O 2. 3101275,-0.5049620073345151,False,True,-0.5609748304808925
245,0,3,"Attalah, Mr. Sleiman",0,0.0490622854954548,0,0,2694,-0.5029485386158568,False,False,-0.5609748304808925
246,0,1,"Minahan, Dr. William Edward",0,1.1249600919935314,2,0,19928,1.163700193253568,True,False,0.6792945838081278
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,-0.335186931111001,0,0,347071,-0.4918744606632361,False,True,-0.5609748304808925
248,1,2,"Hamalainen, Mrs. William (Anna)",1,-0.4120367744322922,0,2,250649,-0.356468689333464,False,True,0.6792945838081278
249,1,1,"Beckwith, Mr. Richard Leonard",0,0.5870111887444931,1,1,11751,0.4097407238022106,False,True,0.6792945838081278
250,0,2,"Carter, Rev. Ernest Courtenay",0,1.893458525206443,1,0,244252,-0.1249197866877571,False,True,0.0591598766636176
251,0,3,"Reed, Mr. James George",0,-0.1046374011471275,0,0,362316,-0.5024451714361923,False,True,-0.5609748304808925
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,-0.0277875578258363,1,1,347054,-0.4377624888492937,False,True,0.6792945838081278
253,0,1,"Stead, Mr. William Thomas",0,2.5082572717767726,0,0,113514,-0.1138457087351363,False,True,-0.5609748304808925
254,0,3,"Lobb, Mr. William Arthur",0,0.0490622854954548,1,0,A/5. 3336,-0.3242531898349308,False,True,0.0591598766636176
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,0.8944105620296577,0,2,370129,-0.2414492887801075,False,True,0.6792945838081278
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,-0.0277875578258363,0,2,2650,-0.3414522396297103,False,False,0.6792945838081278
257,1,1,"Thorne, Mrs. Gertrude Maybelle",1,-0.1046374011471275,0,0,PC 17585,0.9462455716384696,False,False,-0.5609748304808925
258,1,1,"Cherry, Miss. Gladys",1,0.0490622854954548,0,0,110152,1.093228788100527,False,True,-0.5609748304808925
259,1,1,"Ward, Miss. Anna",1,0.4333115021019107,0,0,PC 17755,9.667166525013505,False,False,-0.5609748304808925
260,1,2,"Parrish, Mrs. (Lutie Davis)",1,1.5860591519212783,0,1,230433,-0.1249197866877571,False,True,0.0591598766636176
261,0,3,"Smith, Mr. Thomas",0,-0.1046374011471275,0,0,384461,-0.4923778278429006,True,False,-0.5609748304808925
262,1,3,"Asplund, Master. Edvin Rojj Felix",0,-2.025883484179407,4,2,347077,-0.0164441594700401,False,True,3.1598334123861687
263,0,1,"Taussig, Mr. Emil",0,1.7397588385638607,1,1,110413,0.955306180872432,False,True,0.6792945838081278
264,0,1,"Harrison, Mr. William",0,0.8175607187083667,0,0,112059,-0.6484216535389205,False,True,-0.5609748304808925
265,0,3,"Henry, Miss. Delia",1,-0.1046374011471275,0,0,382649,-0.4923778278429006,True,False,-0.5609748304808925
266,0,2,"Reeves, Mr. David",0,0.5101613454232019,0,0,C.A. 17248,-0.4370074380797968,False,True,-0.5609748304808925
267,0,3,"Panula, Mr. Ernesti Arvid",0,-1.0268355210026217,4,1,3101295,0.1506737441786005,False,True,2.5396987052416584
268,1,3,"Persson, Mr. Ernst Ulrik",0,-0.335186931111001,1,0,347083,-0.4918744606632361,False,True,0.0591598766636176
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",1,2.200857898491608,0,1,PC 17582,2.441497778832105,False,True,0.0591598766636176
270,1,1,"Bissette, Miss. Amelia",1,0.4333115021019107,0,0,PC 17760,2.0825124140450755,False,True,-0.5609748304808925
271,0,1,"Cairns, Mr. Alexander",0,-0.1046374011471275,0,0,113798,-0.0242463507548411,False,True,-0.5609748304808925
272,1,3,"Tornquist, Mr. William Henry",0,-0.335186931111001,0,0,LINE,-0.6484216535389205,False,True,-0.5609748304808925
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,0.8944105620296577,0,1,250644,-0.255795253400548,False,True,0.0591598766636176
274,0,1,"Natsch, Mr. Charles H",0,0.5870111887444931,0,1,PC 17596,-0.0504214440973992,False,False,0.0591598766636176
275,1,3,"Healy, Miss. Hanora ""Nora""",1,-0.1046374011471275,0,0,370375,-0.4923778278429006,True,False,-0.5609748304808925
276,1,1,"Andrews, Miss. Kornelia Theodosia",1,2.585107115098064,1,0,13502,0.921244330558889,False,True,0.0591598766636176
277,0,3,"Lindblom, Miss. Augusta Charlotta",1,1.2018099353148226,0,0,347073,-0.4923778278429006,False,True,-0.5609748304808925
278,0,2,"Parkes, Mr. Francis ""Frank""",0,-0.1046374011471275,0,0,239853,-0.6484216535389205,False,True,-0.5609748304808925
279,0,3,"Rice, Master. Eric",0,-1.7184841108942424,4,1,382652,-0.0619988892296846,True,False,2.5396987052416584
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,0.4333115021019107,1,1,C.A. 2673,-0.2406942380106105,False,True,0.6792945838081278
281,0,3,"Duane, Mr. Frank",0,2.738806801740646,0,0,336439,-0.4923778278429006,True,False,-0.5609748304808925
282,0,3,"Olsson, Mr. Nils Johan Goransson",0,-0.1046374011471275,0,0,347464,-0.4902797934380587,False,True,-0.5609748304808925
283,0,3,"de Pelsmaeker, Mr. Alfons",0,-1.0268355210026217,0,0,345778,-0.45714212526638,False,True,-0.5609748304808925
284,1,3,"Dorking, Mr. Edward Arthur",0,-0.7962859910387481,0,0,A/5. 10482,-0.4863374216869257,False,True,-0.5609748304808925
285,0,1,"Smith, Mr. Richard William",0,-0.1046374011471275,0,0,113056,-0.1249197866877571,False,True,-0.5609748304808925
286,0,3,"Stankovic, Mr. Ivan",0,0.2796118154593283,0,0,349239,-0.4740049257851434,False,False,-0.5609748304808925
287,1,3,"de Mulder, Mr. Theodore",0,0.0490622854954548,0,0,345774,-0.45714212526638,False,True,-0.5609748304808925
288,0,3,"Naidenoff, Mr. Penko",0,-0.5657364610748746,0,0,349206,-0.4894421904510968,False,True,-0.5609748304808925
289,1,2,"Hosono, Mr. Masabumi",0,0.9712604053509488,0,0,237798,-0.3866707201133388,False,True,-0.5609748304808925
290,1,3,"Connolly, Miss. Kate",1,-0.5657364610748746,0,0,370373,-0.4923778278429006,True,False,-0.5609748304808925
291,1,1,"Barber, Miss. Ellen ""Nellie""",1,-0.2583370877897099,0,0,19877,0.9391984311231651,False,True,-0.5609748304808925
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,-0.7962859910387481,1,0,11967,1.1854295476653287,False,False,0.0591598766636176
293,0,2,"Levy, Mr. Rene Jacques",0,0.5101613454232019,0,0,SC/Paris 2163,-0.3891875560116617,False,False,-0.5609748304808925
294,0,3,"Haas, Miss. Aloisia",1,-0.4120367744322922,0,0,349236,-0.4702296719376591,False,True,-0.5609748304808925
295,0,3,"Mineff, Mr. Ivan",0,-0.4120367744322922,0,0,349233,-0.4894421904510968,False,True,-0.5609748304808925
296,0,1,"Lewy, Mr. Ervin G",0,-0.1046374011471275,0,0,PC 17612,-0.0902720169770847,False,False,-0.5609748304808925
297,0,3,"Hanna, Mr. Mansour",0,-0.4504616960929378,0,0,2693,-0.5028639729296732,False,False,-0.5609748304808925
298,0,1,"Allison, Miss. Helen Loraine",1,-2.1027333275006983,1,2,113781,2.402990189587765,False,True,1.299429290952638
299,1,1,"Saalfeld, Mr. Adolphe",0,-0.1046374011471275,0,0,19988,-0.0343136943481327,False,True,-0.5609748304808925
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,1.5860591519212783,0,1,PC 17558,4.335332226633905,False,False,0.0591598766636176
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,-0.1046374011471275,0,0,9234,-0.4923778278429006,True,False,-0.5609748304808925
302,1,3,"McCoy, Mr. Bernard",0,-0.1046374011471275,2,0,367226,-0.1802901764508609,True,False,0.6792945838081278
303,0,3,"Johnson, Mr. William Cahoone Jr",0,-0.7962859910387481,0,0,LINE,-0.6484216535389205,False,True,-0.5609748304808925
304,1,2,"Keane, Miss. Nora A",1,-0.1046374011471275,0,0,226593,-0.3997582667846179,True,False,-0.5609748304808925
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,-0.1046374011471275,0,0,A/5 2466,-0.4863374216869257,False,True,-0.5609748304808925
306,1,1,"Allison, Master. Hudson Trevor",0,-2.1857311582876924,1,2,113781,2.402990189587765,False,True,1.299429290952638
307,1,1,"Fleming, Miss. Margaret",1,-0.1046374011471275,0,0,17421,1.5841789061771412,False,False,-0.5609748304808925
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,-0.9499856776813304,1,0,PC 17758,1.5442457810799908,False,False,0.0591598766636176
309,0,2,"Abelson, Mr. Samuel",0,0.0490622854954548,1,0,P/PP 3381,-0.1651891610609235,False,False,0.0591598766636176
310,1,1,"Francatelli, Miss. Laura Mabel",1,0.0490622854954548,0,0,PC 17485,0.4978299802435121,False,False,-0.5609748304808925
311,1,1,"Hays, Miss. Margaret Bechstein",1,-0.4120367744322922,0,0,11767,1.0259447039291216,False,False,-0.5609748304808925
312,1,1,"Ryerson, Miss. Emily Borie",1,-0.8731358343600393,2,2,PC 17608,4.634416897040849,False,False,1.919563998097148
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,-0.2583370877897099,1,1,250651,-0.1249197866877571,False,True,0.6792945838081278
314,0,3,"Hendekovic, Mr. Ignjac",0,-0.1046374011471275,0,0,349243,-0.4894421904510968,False,True,-0.5609748304808925
315,0,2,"Hart, Mr. Benjamin",0,1.0481102486722402,1,1,F.C.C. 13529,-0.1198861148911113,False,True,0.6792945838081278
316,1,3,"Nilsson, Miss. Helmina Josefina",1,-0.2583370877897099,0,0,347470,-0.4902797934380587,False,True,-0.5609748304808925
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,-0.4120367744322922,1,0,244367,-0.1249197866877571,False,True,0.0591598766636176
318,0,2,"Moraweck, Dr. Ernest",0,1.893458525206443,0,0,29011,-0.3665360329267556,False,True,-0.5609748304808925
319,1,1,"Wick, Miss. Mary Natalie",1,0.125912128816746,0,2,36928,2.671117778445337,False,True,0.6792945838081278
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,0.8175607187083667,1,1,16966,2.059693773056521,False,False,0.6792945838081278
321,0,3,"Dennis, Mr. Samuel",0,-0.5657364610748746,0,0,A/5 21172,-0.5024451714361923,False,True,-0.5609748304808925
322,0,3,"Danoff, Mr. Yoto",0,-0.1814872444684187,0,0,349219,-0.4894421904510968,False,True,-0.5609748304808925
323,1,2,"Slayter, Miss. Hilda Mary",1,0.0490622854954548,0,0,234818,-0.3997582667846179,True,False,-0.5609748304808925
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,-0.5657364610748746,1,1,248738,-0.0645157251280075,False,True,0.6792945838081278
325,0,3,"Sage, Mr. George John Jr",0,-0.1046374011471275,8,2,CA. 2343,0.7519458402879414,False,True,5.64037224096421
326,1,1,"Young, Miss. Marie Grice",1,0.5101613454232019,0,0,PC 17760,2.0825124140450755,False,False,-0.5609748304808925
327,0,3,"Nysveen, Mr. Johan Hansen",0,2.4314074284554814,0,0,345364,-0.5228315422126077,False,True,-0.5609748304808925
328,1,2,"Ball, Mrs. (Ada E Hall)",1,0.5101613454232019,0,0,28551,-0.3866707201133388,False,True,-0.5609748304808925
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,0.125912128816746,1,1,363291,-0.2351571990343002,False,True,0.6792945838081278
330,1,1,"Hippach, Miss. Jean Gertrude",1,-1.0268355210026217,0,1,111361,0.5189714017894245,False,False,0.0591598766636176
331,1,3,"McCoy, Miss. Agnes",1,-0.1046374011471275,2,0,367226,-0.1802901764508609,True,False,0.6792945838081278
332,0,1,"Partner, Mr. Austen",0,1.2402348569754682,0,0,113043,-0.0745830687212991,False,True,-0.5609748304808925
333,0,1,"Graham, Mr. George Edward",0,0.6638610320657843,0,1,PC 17582,2.441497778832105,False,True,0.0591598766636176
334,0,3,"Vander Planke, Mr. Leo Edmondus",0,-1.0268355210026217,2,0,345764,-0.2859972841804228,False,True,0.6792945838081278
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,-0.1046374011471275,1,0,PC 17611,2.042579288947925,False,True,0.0591598766636176
336,0,3,"Denkoff, Mr. Mitto",0,-0.1046374011471275,0,0,349225,-0.4894421904510968,False,True,-0.5609748304808925
337,0,1,"Pears, Mr. Thomas Clinton",0,-0.0277875578258363,1,0,113776,0.6925485130875209,False,True,0.0591598766636176
338,1,1,"Burns, Miss. Elizabeth Margaret",1,0.8944105620296577,0,0,16966,2.059693773056521,False,False,-0.5609748304808925
339,1,3,"Dahl, Mr. Karl Edwart",0,1.2018099353148226,0,0,7598,-0.4863374216869257,False,True,-0.5609748304808925
340,0,1,"Blackwell, Mr. Stephen Weart",0,1.2018099353148226,0,0,113784,0.0663597415847833,False,True,-0.5609748304808925
341,1,2,"Navratil, Master. Edmond Roger",0,-2.1027333275006983,1,1,230080,-0.1249197866877571,False,True,0.6792945838081278
342,1,1,"Fortune, Miss. Alice Elizabeth",1,-0.4120367744322922,3,2,19950,4.647001076532463,False,True,2.5396987052416584
343,0,2,"Collander, Mr. Erik Gustaf",0,-0.1046374011471275,0,0,248740,-0.3866707201133388,False,True,-0.5609748304808925
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,-0.335186931111001,0,0,244361,-0.3866707201133388,False,True,-0.5609748304808925
345,0,2,"Fox, Mr. Stanley Hubert",0,0.5101613454232019,0,0,229236,-0.3866707201133388,False,True,-0.5609748304808925
346,1,2,"Brown, Miss. Amelia ""Mildred""",1,-0.4120367744322922,0,0,248733,-0.3866707201133388,False,True,-0.5609748304808925
347,1,2,"Smith, Miss. Marion Elsie",1,0.8175607187083667,0,0,31418,-0.3866707201133388,False,True,-0.5609748304808925
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,-0.1046374011471275,1,0,386525,-0.3242531898349308,False,True,0.0591598766636176
349,1,3,"Coutts, Master. William Loch ""William""",0,-2.025883484179407,1,1,C.A. 37671,-0.3282801272722475,False,True,0.6792945838081278
350,0,3,"Dimic, Mr. Jovan",0,0.9712604053509488,0,0,315088,-0.4740049257851434,False,True,-0.5609748304808925
351,0,3,"Odahl, Mr. Nils Martin",0,-0.4888866177535834,0,0,7267,-0.4626791642426904,False,True,-0.5609748304808925
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,-0.1046374011471275,0,0,113510,0.0562923979914917,False,True,-0.5609748304808925
353,0,3,"Elias, Mr. Tannous",0,-1.1036853643239128,1,1,2695,-0.5028639729296732,False,False,0.6792945838081278
354,0,3,"Arnold-Franchi, Mr. Josef",0,-0.335186931111001,1,0,349237,-0.2900242216177394,False,True,0.0591598766636176
355,0,3,"Yousif, Mr. Wazli",0,-0.1046374011471275,0,0,2647,-0.5029485386158568,False,False,-0.5609748304808925
356,0,3,"Vanden Steen, Mr. Leo Peter",0,-0.1046374011471275,0,0,345783,-0.45714212526638,False,True,-0.5609748304808925
357,1,1,"Bowerman, Miss. Elsie Edith",1,-0.5657364610748746,0,1,113505,0.4589861417231558,False,True,0.0591598766636176
358,0,2,"Funk, Miss. Annie Clemmer",1,0.6638610320657843,0,0,237671,-0.3866707201133388,False,True,-0.5609748304808925
359,1,3,"McGovern, Miss. Mary",1,-0.1046374011471275,0,0,330931,-0.489776426258394,True,False,-0.5609748304808925
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,-0.1046374011471275,0,0,330980,-0.489776426258394,True,False,-0.5609748304808925
361,0,3,"Skoog, Mr. Wilhelm",0,0.8175607187083667,1,4,347088,-0.086663881033249,False,True,2.5396987052416584
362,0,2,"del Carlo, Mr. Sebastiano",0,-0.0277875578258363,1,0,SC/PARIS 2167,-0.0902720169770847,False,False,0.0591598766636176
363,0,3,"Barbara, Mrs. (Catherine David)",1,1.2018099353148226,0,1,2691,-0.3573908580066095,False,False,0.0591598766636176
364,0,3,"Asim, Mr. Adola",0,0.4333115021019107,0,0,SOTON/O.Q. 3101310,-0.5064721088735089,False,True,-0.5609748304808925
365,0,3,"O'Brien, Mr. Thomas",0,-0.1046374011471275,1,0,370365,-0.3363340021468808,True,False,0.0591598766636176
366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,0.0490622854954548,0,0,C 7076,-0.5024451714361923,False,True,-0.5609748304808925
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,2.3545575851341902,1,0,110813,0.8667135572514657,False,False,0.0591598766636176
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,-0.1046374011471275,0,0,2626,-0.5028639729296732,False,False,-0.5609748304808925
369,1,3,"Jermyn, Miss. Annie",1,-0.1046374011471275,0,0,14313,-0.4923778278429006,True,False,-0.5609748304808925
370,1,1,"Aubart, Mme. Leontine Pauline",1,-0.4120367744322922,0,0,PC 17477,0.7469121684912956,False,False,-0.5609748304808925
371,1,1,"Harder, Mr. George Achilles",0,-0.335186931111001,1,0,11765,0.4678796330534696,False,False,0.0591598766636176
372,0,3,"Wiklund, Mr. Jakob Alfred",0,-0.8731358343600393,1,0,3101267,-0.5176307525123133,False,True,0.0591598766636176
373,0,3,"Beavan, Mr. William Thomas",0,-0.7962859910387481,0,0,323951,-0.4863374216869257,False,True,-0.5609748304808925
374,0,1,"Ringhini, Mr. Sante",0,-0.5657364610748746,0,0,PC 17760,2.0825124140450755,False,False,-0.5609748304808925
375,0,3,"Palsson, Miss. Stina Viola",1,-2.025883484179407,3,1,349909,-0.2240831210816794,False,True,1.919563998097148
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,-0.1046374011471275,1,0,PC 17604,1.0060617003323709,False,False,0.0591598766636176
377,1,3,"Landergren, Miss. Aurora Adelia",1,-0.5657364610748746,0,0,C 7077,-0.5024451714361923,False,True,-0.5609748304808925
378,0,1,"Widener, Mr. Harry Elkins",0,-0.1814872444684187,0,2,113503,3.610064686423428,False,False,0.6792945838081278
379,0,3,"Betros, Mr. Tannous",0,-0.719436147717457,0,0,2648,-0.5676312212027554,False,False,-0.5609748304808925
380,0,3,"Gustafsson, Mr. Karl Gideon",0,-0.7962859910387481,0,0,347069,-0.4918744606632361,False,True,-0.5609748304808925
381,1,1,"Bidois, Miss. Rosalie",1,0.9712604053509488,0,0,PC 17757,3.9327230485884233,False,False,-0.5609748304808925
382,1,3,"Nakid, Miss. Maria (""Mary"")",1,-2.179583170821989,0,2,2653,-0.3314674482538836,False,False,0.6792945838081278
383,0,3,"Tikkanen, Mr. Juho",0,0.2027619721380371,0,0,STON/O 2. 3101293,-0.4888542575852486,False,True,-0.5609748304808925
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0.4333115021019107,1,0,113789,0.3985820801634062,False,True,0.0591598766636176
385,0,3,"Plotcharsky, Mr. Vasil",0,-0.1046374011471275,0,0,349227,-0.4894421904510968,False,True,-0.5609748304808925
386,0,2,"Davies, Mr. Charles Henry",0,-0.8731358343600393,0,0,S.O.C. 14879,0.8314778546749452,False,True,-0.5609748304808925
387,0,3,"Goodwin, Master. Sidney Leonard",0,-2.179583170821989,5,2,CA 2144,0.2958951755118318,False,True,3.779968119530679
388,1,2,"Buss, Miss. Kate",1,0.5101613454232019,0,0,27849,-0.3866707201133388,False,True,-0.5609748304808925
389,0,3,"Sadlier, Mr. Matthew",0,-0.1046374011471275,0,0,367655,-0.4927966293363816,True,False,-0.5609748304808925
390,1,2,"Lehmann, Miss. Bertha",1,-0.9499856776813304,0,0,SC 1748,-0.406805407299922,False,False,-0.5609748304808925
391,1,1,"Carter, Mr. William Ernest",0,0.5101613454232019,1,2,113760,1.7677408088510642,False,True,1.299429290952638
392,1,3,"Jansson, Mr. Carl Olof",0,-0.6425863043961658,0,0,350034,-0.4914556591697551,False,True,-0.5609748304808925
393,0,3,"Gustafsson, Mr. Johan Birger",0,-0.1046374011471275,2,0,3101277,-0.4888542575852486,False,True,0.6792945838081278
394,1,1,"Newell, Miss. Marjorie",1,-0.4888866177535834,1,0,35273,1.6323350375212924,False,False,0.0591598766636176
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,-0.4120367744322922,0,2,PP 9549,-0.312172377522981,False,True,0.6792945838081278
396,0,3,"Johansson, Mr. Erik",0,-0.5657364610748746,0,0,350052,-0.4914556591697551,False,True,-0.5609748304808925
397,0,3,"Olsson, Miss. Elina",1,0.125912128816746,0,0,350407,-0.4902797934380587,False,True,-0.5609748304808925
398,0,2,"McKane, Mr. Peter David",0,1.2786597786361138,0,0,28403,-0.1249197866877571,False,True,-0.5609748304808925
399,0,2,"Pain, Dr. Alfred",0,-0.4888866177535834,0,0,244278,-0.4370074380797968,False,True,-0.5609748304808925
400,1,2,"Trout, Mrs. William H (Jessie L)",1,-0.1046374011471275,0,0,240929,-0.393717860628643,False,True,-0.5609748304808925
401,1,3,"Niskanen, Mr. Juha",0,0.7407108753870755,0,0,STON/O 2. 3101289,-0.4888542575852486,False,True,-0.5609748304808925
402,0,3,"Adams, Mr. John",0,-0.2583370877897099,0,0,341826,-0.4863374216869257,False,True,-0.5609748304808925
403,0,3,"Jussila, Miss. Mari Aina",1,-0.6425863043961658,1,0,4137,-0.4505983519307405,False,True,0.0591598766636176
404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,-0.1046374011471275,1,0,STON/O2. 3101279,-0.3292868616315766,False,True,0.0591598766636176
405,0,3,"Oreskovic, Miss. Marija",1,-0.719436147717457,0,0,315096,-0.4740049257851434,False,True,-0.5609748304808925
406,0,2,"Gale, Mr. Shadrach",0,0.3564616587806195,1,0,28664,-0.2255932226206731,False,True,0.0591598766636176
407,0,3,"Widegren, Mr. Carl/Charles Peter",0,1.6629089952425695,0,0,347064,-0.4923778278429006,False,True,-0.5609748304808925
408,1,2,"Richards, Master. William Rowe",0,-2.025883484179407,1,1,29106,-0.2708962687904854,False,True,0.6792945838081278
409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,-0.6425863043961658,0,0,312992,-0.4918744606632361,False,True,-0.5609748304808925
